"ID_aux";"CODIGO_UNIV";"VIA";"CODIGO";"PREFERENCIA";"PTJE_POND";"POND_ANYO_ACAD";"TIPO_MATRICULA"
"id_484743836";39;1;39103;1;508,88;1;1
"id_3193341220";42;1;42001;2;648;1;1
"id_9277942157";24;1;24067;2;615,8;1;1
"id_819608175963";16;1;16045;1;683,4;1;1
"id_784407879445";33;1;33160;1;544,1;1;1
"id_795707974576";12;1;12031;1;819,55;1;1
"id_451104575115";13;1;13041;1;695,65;1;1
"id_228102274814";12;1;12024;1;631,7;1;1
"id_202102076210";38;1;38005;3;626,75;1;1
"id_260902674092";26;1;26092;1;633,3;1;1
"id_382903876298";21;1;21031;1;568,9;1;1
"id_396403978644";16;1;16009;1;699;1;1
"id_369503672957";32;1;32005;1;520,6;1;1
"id_671606775162";26;1;26053;1;614,05;1;1
"id_884568873457";45;1;45028;1;517,15;1;1
"id_852168571214";22;1;22021;1;664,2;1;1
"id_950669577068";24;1;24040;2;578,9;1;1
"id_586465873643";22;1;22021;11;517,2;1;2
"id_578465779848";20;1;20007;2;592,75;1;1
"id_767667671768";26;1;26080;11;561,8;1;2
"id_418164177810";17;1;17827;3;505,15;1;1
"id_443864478385";14;1;14008;1;570,85;1;1
"id_403264078323";12;1;12024;1;683,85;1;1
"id_405264077523";20;1;20076;1;634,2;1;1
"id_221562273150";45;1;45020;2;685,3;1;1
"id_209362074935";27;1;27050;1;667,5;1;1
"id_390363970033";26;1;26034;1;627,1;1;1
"id_6863648296";19;1;19052;2;589,7;1;1
"id_8824988872434";14;1;14075;1;620,75;1;1
"id_8841988574170";19;1;19085;1;548,2;1;1
"id_8902989770215";45;1;45024;1;644,05;1;1
"id_8900989670050";11;1;11026;1;662,2;2;1
"id_8543985774340";13;1;13078;1;539,9;1;1
"id_8559985475927";22;1;22004;1;596,2;1;1
"id_8734987973480";14;1;14037;1;660,85;1;1
"id_8709987170975";45;1;45031;1;592,7;1;1
"id_8733987273324";39;1;39107;1;600,4;1;1
"id_8705987270537";38;1;38167;1;586,75;1;1
"id_8795987379552";41;1;41016;1;546,4;1;1
"id_8192981679230";22;1;22071;1;682,6;1;1
"id_8448984674870";17;1;17036;2;516,2;2;1
"id_8259982175961";41;1;41103;1;493;1;1
"id_8258982275837";26;1;26053;1;535,9;1;1
"id_8277982077773";22;1;22094;1;529,4;1;1
"id_8332983273208";26;1;26092;2;659,8;1;1
"id_8079980877954";21;1;21012;1;542,15;1;1
"id_8000980870007";14;1;14032;1;659,75;1;1
"id_8040980974075";14;1;14061;1;666,5;2;1
"id_8028980972885";25;1;25063;2;529,9;1;1
"id_8008980470846";16;1;16056;1;640,4;1;1
"id_8006980470607";20;1;20086;2;614,1;1;1
"id_8060980276072";18;1;18040;1;568,35;1;1
"id_8074980077454";26;1;26042;1;548,4;1;1
"id_8686986778629";11;1;11069;1;806,2;1;1
"id_8669986276967";11;1;11061;1;678,55;1;1
"id_8680986078080";25;1;25041;1;574,4;1;1
"id_8655986075501";11;1;11036;1;606,9;1;1
"id_8671986077183";32;1;32005;1;515,6;1;1
"id_8620986072002";35;1;35019;1;608,05;1;1
"id_9987999178778";13;1;13041;4;617;1;1
"id_9946999174652";41;1;41071;1;514,5;1;1
"id_9950999675025";21;1;21075;2;505,15;1;1
"id_9579995377974";37;1;37082;1;463,6;1;1
"id_9165991576500";32;1;32043;1;555,4;2;1
"id_9147991074728";16;1;16067;1;585,65;1;1
"id_9152991675254";13;1;13071;1;725,95;1;1
"id_9138991673808";13;1;13024;1;690,75;1;1
"id_9467994276791";29;1;29082;3;607,05;1;2
"id_9282992978292";22;1;22007;1;563,8;1;1
"id_9266992976696";26;1;26025;1;628,25;1;1
"id_9398993479863";19;1;19069;1;526,5;1;1
"id_9005990570537";19;1;19011;1;588,05;1;1
"id_9096990479658";41;1;41053;1;562;1;1
"id_9652996875270";34;1;34052;1;638,95;1;1
"id_9679996777993";22;1;22007;1;501;1;1
"id_9671996477101";13;1;13054;1;670,85;1;1
"id_5827958872786";19;1;19076;1;534,4;1;1
"id_5825958172527";13;1;13006;1;559,5;1;1
"id_5924959872403";17;1;17085;2;587,75;1;1
"id_5925959572538";33;1;33080;2;490,4;1;1
"id_5900959170005";17;1;17813;1;551,8;1;1
"id_5971959477189";19;1;19013;2;564,75;1;1
"id_5925959272582";20;1;20050;1;605,45;1;1
"id_5546955174685";21;1;21012;1;534,95;1;1
"id_5579955377914";16;1;16056;1;639,5;2;1
"id_5798957579884";36;1;36053;1;517,7;1;1
"id_5747957174787";33;1;33160;1;552,9;1;1
"id_5763957676381";23;1;23069;1;584,75;1;1
"id_5196951579629";32;1;32011;1;600,65;1;1
"id_5197951779750";37;1;37061;1;588,05;1;1
"id_5160951176032";41;1;41099;3;704,3;2;1
"id_5184951378472";17;1;17084;1;708,9;1;1
"id_5104951370425";25;1;25042;2;513,7;2;1
"id_5160951376076";41;1;41133;2;468,8;1;1
"id_5420954972000";36;1;36053;1;666,5;1;1
"id_5423954572325";36;1;36016;5;498,7;1;1
"id_5464954576409";41;1;41113;1;694,3;1;1
"id_5429954172954";11;1;11016;1;651,8;1;1
"id_5489954078900";20;1;20052;1;607,3;1;1
"id_5245952574558";15;1;15031;1;573,3;1;1
"id_5256952775654";45;1;45009;1;661,5;1;1
"id_5202952170244";45;1;45029;1;551,9;1;1
"id_5267952176770";21;1;21030;2;523,1;1;1
"id_5365953976506";26;1;26005;1;528,95;1;1
"id_5354953575458";43;1;43024;1;711,1;1;1
"id_5092950879212";27;1;27080;1;686,1;2;1
"id_5058950775837";22;1;22007;1;590,7;1;1
"id_5076950777682";22;1;22075;3;500,1;1;2
"id_5046950774647";17;1;17811;1;660;1;1
"id_5043950274314";25;1;25041;1;649,5;1;1
"id_5019950671970";33;1;33081;1;573,35;1;1
"id_5689956578939";29;1;29082;1;713,95;1;1
"id_5677956577766";30;1;30035;1;660,4;1;1
"id_5616956471649";26;1;26034;1;563,6;2;1
"id_5640956374018";17;1;17056;1;496,8;1;1
"id_7844978874451";22;1;22004;1;489,85;1;1
"id_7893978979382";18;1;18040;3;620,7;1;1
"id_7826978572628";40;1;40020;1;587;1;1
"id_7804978570427";18;1;18089;1;654,05;1;1
"id_7887978178725";20;1;20052;1;681,25;1;1
"id_7891978179180";37;1;37088;1;637,3;1;1
"id_7823978172358";39;1;39127;2;638,9;1;1
"id_7886978478616";26;1;26072;1;574,8;1;1
"id_7880978378071";21;1;21043;1;526,55;1;1
"id_7807978370749";19;1;19095;3;572,25;2;1
"id_7803978370335";13;1;13045;1;629,5;1;1
"id_94979844594";14;1;14064;1;591,4;1;1
"id_7931979873110";13;1;13032;1;503,1;1;1
"id_7982979978278";23;1;23018;3;500;1;1
"id_7945979374500";24;1;24073;1;543,15;1;1
"id_7902979370240";18;1;18092;1;515,1;1;1
"id_7972979077204";41;1;41043;1;607,9;1;1
"id_7912979071291";41;1;41056;1;744,3;2;1
"id_7593975979310";22;1;22075;2;613,05;1;2
"id_7514975571446";25;1;25066;1;550,5;1;1
"id_7512975571223";45;1;45019;1;657,6;1;1
"id_7577975177737";29;1;29078;1;554,5;1;1
"id_7546975374615";16;1;16087;1;588,1;1;1
"id_7567975376793";21;1;21047;3;547,95;2;1
"id_7559975675956";38;1;38005;1;724,6;1;1
"id_7749977874990";34;1;34026;1;668,1;1;1
"id_7761977976168";17;1;17077;1;601;1;1
"id_7778977777816";43;1;43023;1;623,6;1;1
"id_7729977772936";14;1;14004;1;593,1;1;1
"id_7708977370843";29;1;29076;1;582,7;1;1
"id_7725977072586";13;1;13092;1;497,75;1;1
"id_7164971976451";24;1;24040;2;528,4;1;1
"id_7104971770493";41;1;41010;1;458,6;1;1
"id_7133971473327";21;1;21037;1;582,7;1;1
"id_7166971476691";39;1;39125;1;534,1;1;1
"id_7130971273030";18;1;18083;1;779,9;1;1
"id_7169971276983";12;1;12030;1;691,55;1;1
"id_7198971079834";20;1;20096;2;606,7;1;1
"id_7172971077275";39;1;39127;1;594,1;1;1
"id_7483974578354";17;1;17085;3;595,9;2;1
"id_7488974178851";19;1;19069;1;525,4;1;1
"id_7468974276848";37;1;37042;2;520,35;1;1
"id_7203972870361";37;1;37011;1;571,8;1;1
"id_7240972974035";12;1;12043;1;708,1;1;1
"id_7278972577886";15;1;15067;1;481,6;1;1
"id_7248972574861";13;1;13022;2;530,35;1;1
"id_7252972775281";25;1;25044;1;648,5;1;1
"id_7213972771316";20;1;20012;1;594,6;2;1
"id_7214972171424";42;1;42023;1;626,9;1;1
"id_7201972270127";11;1;11033;4;655,8;1;1
"id_7258972375818";39;1;39123;1;615,7;1;1
"id_7211972371191";11;1;11017;1;670,2;1;1
"id_7247972374702";45;1;45005;1;700,05;1;1
"id_7285972078558";45;1;45025;1;672;1;1
"id_7255972075544";19;1;19095;2;548,85;1;1
"id_7211972071171";16;1;16079;1;580,15;1;1
"id_7256972675608";30;1;30023;1;584,6;1;1
"id_7307973870714";41;1;41116;6;563;1;1
"id_7336973573608";13;1;13058;1;603,15;1;1
"id_7317973771739";30;1;30077;1;637,9;1;1
"id_7399973279985";25;1;25037;2;633,35;1;1
"id_7304973270441";26;1;26053;6;539,3;1;1
"id_7392973379277";38;1;38167;2;551,8;1;1
"id_7397973079787";41;1;41042;1;534,8;1;1
"id_7086970578628";32;1;32061;1;589,75;1;1
"id_7087970778721";11;1;11028;1;678;1;1
"id_7092970779297";33;1;33060;3;641;1;1
"id_7040970774077";20;1;20011;1;685,9;1;1
"id_7080970178050";19;1;19005;1;593,65;1;1
"id_7032970173268";39;1;39127;2;633,45;1;1
"id_7014970271404";22;1;22070;1;524,5;1;1
"id_7038970373829";26;1;26008;1;558,5;1;1
"id_7007970370785";26;1;26034;1;530,3;1;1
"id_7004970370441";19;1;19024;1;679,95;1;1
"id_7083970078353";26;1;26053;1;540,8;1;1
"id_7052970075287";21;1;21048;1;662,5;2;1
"id_7036970073694";13;1;13007;1;525,35;1;1
"id_7033970673368";21;1;21024;1;505,95;1;1
"id_7687976578737";45;1;45008;1;528,2;1;1
"id_7681976578187";11;1;11061;1;641,8;1;1
"id_7690976579056";12;1;12057;1;701,85;2;1
"id_7668976776829";41;1;41045;1;706,1;1;1
"id_7643976174337";29;1;29082;1;514,55;1;1
"id_7666976176685";25;1;25051;1;564,85;2;1
"id_7654976475432";13;1;13073;3;633,6;1;1
"id_7636976273604";32;1;32005;1;519,4;1;1
"id_7693976379387";33;1;33025;1;556,2;1;1
"id_7677976377747";25;1;25061;5;535,1;1;1
"id_7688976078837";19;1;19005;3;575,8;1;1
"id_7603976070378";14;1;14007;1;653,4;1;1
"id_7661976076126";14;1;14075;1;640,65;1;1
"id_1894918879470";14;1;14037;1;656,4;1;1
"id_1832918873264";41;1;41032;3;675,7;1;1
"id_1869918876914";20;1;20011;1;673,4;2;1
"id_1809918570913";45;1;45028;1;778,8;1;1
"id_1854918475420";35;1;35005;3;726,15;2;1
"id_1854918275435";44;1;44033;3;560;1;1
"id_1874918277413";36;1;36056;1;537,1;1;1
"id_1859918375929";36;1;36056;1;587,9;1;1
"id_1804918670452";27;1;27005;1;604,6;1;1
"id_1941919874191";22;1;22007;1;608,9;1;1
"id_1995919579510";14;1;14076;1;638,2;2;1
"id_1956919775633";22;1;22020;11;515,7;1;2
"id_1978919777885";12;1;12018;1;626,2;1;1
"id_1931919773194";41;1;41032;2;656;1;1
"id_1936919773645";16;1;16079;1;514,4;1;1
"id_1982919178297";12;1;12027;1;738,5;1;1
"id_1945919174524";11;1;11037;2;652,8;1;1
"id_1920919172004";43;1;43028;2;584,85;1;1
"id_1937919173798";45;1;45020;1;622,9;1;1
"id_1937919173767";26;1;26055;1;649,5;1;1
"id_1934919173425";29;1;29005;1;591,8;1;1
"id_1948919474869";45;1;45033;2;634,95;1;1
"id_1947919474765";23;1;23047;9;552,1;1;2
"id_1942919474210";40;1;40072;1;564,35;1;1
"id_1933919473363";40;1;40071;11;558,6;1;2
"id_1999919279957";14;1;14075;1;625,45;1;1
"id_1912919271209";17;1;17089;1;708,85;1;1
"id_1906919270609";11;1;11033;2;699,4;1;1
"id_1941919374167";39;1;39102;1;535,7;1;1
"id_1940919374052";21;1;21080;1;533,75;1;1
"id_1929919372971";17;1;17088;1;558;1;1
"id_1963919376322";41;1;41126;1;524,4;1;1
"id_1993919679365";16;1;16085;1;575,15;1;1
"id_1933919673315";19;1;19093;1;534,4;2;1
"id_1965919676580";38;1;38326;1;608,45;1;1
"id_1527915872754";36;1;36012;2;562,15;2;1
"id_1536915873657";13;1;13054;1;564,5;1;1
"id_1514915971411";13;1;13028;1;607,4;1;1
"id_1543915974385";17;1;17037;1;574,6;1;1
"id_1568915576829";33;1;33060;1;621,7;1;1
"id_1721917772123";15;1;15049;2;570,2;2;1
"id_1723917772340";19;1;19068;2;569,65;1;1
"id_1731917473136";41;1;41068;1;570,6;1;1
"id_1706917070676";34;1;34047;1;499,4;1;1
"id_1111911571178";13;1;13011;1;614,3;2;1
"id_1129911572953";15;1;15049;1;583,9;1;1
"id_1123911772354";35;1;35015;1;636,1;1;1
"id_1170911477049";24;1;24040;1;504,7;1;1
"id_1108911070894";29;1;29071;1;604,9;1;1
"id_1434914973470";13;1;13032;1;522,35;1;1
"id_1404914970445";16;1;16056;1;696,6;1;1
"id_1428914772831";39;1;39126;1;599,1;1;1
"id_1489914178920";15;1;15064;1;568,5;1;1
"id_1417914271716";41;1;41028;1;493,2;1;1
"id_1463914376326";41;1;41005;1;703,3;1;1
"id_1498914079890";11;1;11016;2;608,45;1;1
"id_1487914678744";18;1;18057;1;554,3;1;1
"id_1276912877682";13;1;13078;1;560,4;1;1
"id_1249912874904";36;1;36053;2;560,9;1;1
"id_1284912978429";43;1;43017;1;611,1;1;1
"id_1294912979467";26;1;26042;1;513,55;1;1
"id_1238912573832";15;1;15032;1;487,3;1;1
"id_1200912770055";15;1;15076;1;693,7;2;1
"id_1254912175429";11;1;11045;1;826,45;1;1
"id_1279912177988";44;1;44022;2;556,7;1;1
"id_1211912171109";39;1;39110;3;620,65;1;1
"id_1248912174847";39;1;39121;2;663,75;2;1
"id_1248912174834";14;1;14066;2;624,7;1;1
"id_1247912174780";40;1;40070;1;709,25;1;1
"id_1203912170389";44;1;44017;1;555;1;1
"id_1282912478208";42;1;42002;2;645,2;1;1
"id_1251912475169";44;1;44005;1;618;1;1
"id_1245912474527";38;1;38173;3;673,4;1;1
"id_1244912474459";44;1;44008;2;625,6;1;1
"id_1229912472990";12;1;12046;1;735,85;1;1
"id_1226912472698";43;1;43020;1;591,2;1;1
"id_1208912470882";42;1;42001;2;671,5;1;1
"id_1208912470835";39;1;39132;1;600,8;1;1
"id_1206912470682";44;1;44009;7;584,5;1;1
"id_1260912476039";15;1;15074;11;709,8;1;2
"id_1284912278422";15;1;15004;1;694,6;2;1
"id_1284912278469";44;1;44005;1;635,8;1;1
"id_1283912278374";42;1;42001;1;677,5;1;1
"id_1279912277989";36;1;36029;4;564,9;1;1
"id_1275912277540";12;1;12027;3;687,9;1;1
"id_1248912274842";12;1;12014;1;730,1;2;1
"id_1248912274843";12;1;12038;1;639,7;1;1
"id_1241912274117";16;1;16055;2;653,8;1;1
"id_1224912272435";22;1;22005;1;502,1;1;1
"id_1288912378845";41;1;41004;11;688,85;1;2
"id_1283912378388";12;1;12006;1;688,2;1;1
"id_1280912378007";38;1;38175;3;640,2;1;1
"id_1286912378639";43;1;43010;2;692,7;1;1
"id_1250912375098";23;1;23024;2;557,5;1;1
"id_1205912370529";39;1;39114;1;528,1;1;1
"id_1267912376757";21;1;21048;1;553,7;1;1
"id_1285912078563";22;1;22030;2;540,1;1;1
"id_1251912075127";41;1;41129;3;627,3;1;1
"id_1219912071965";41;1;41046;1;553,6;1;1
"id_1230912073001";22;1;22026;3;686,7;1;1
"id_1202912070264";41;1;41044;3;616,5;1;1
"id_1295912679506";11;1;11085;2;694,6;1;1
"id_1292912679297";22;1;22029;1;658,8;1;1
"id_1290912679077";39;1;39132;1;604,7;1;1
"id_1272912677277";38;1;38162;2;578,2;2;1
"id_1219912671902";15;1;15003;2;643,3;1;1
"id_1242912674210";18;1;18054;1;685,5;1;1
"id_1226912672637";41;1;41057;3;559,2;1;1
"id_1204912670412";12;1;12021;1;713,95;1;1
"id_1269912676916";41;1;41058;1;518,7;1;1
"id_1263912676385";32;1;32005;3;574,4;1;1
"id_1388913878808";23;1;23056;1;610,1;1;1
"id_1383913878377";16;1;16052;3;661,5;1;1
"id_1390913879005";22;1;22070;1;563,5;1;1
"id_1375913877579";12;1;12006;1;687,8;1;1
"id_1375913877575";12;1;12027;2;702,3;1;1
"id_1375913877527";12;1;12039;1;759,3;1;1
"id_1377913877722";41;1;41028;3;524;1;1
"id_1312913871244";41;1;41123;1;526,7;1;1
"id_1338913873842";41;1;41060;5;604,15;1;1
"id_1339913873982";21;1;21023;1;515;2;1
"id_1331913873119";16;1;16030;1;662,9;1;1
"id_1308913870827";21;1;21075;4;558,35;1;1
"id_1306913870633";38;1;38171;5;660,6;1;1
"id_1367913876789";41;1;41021;1;575,9;1;1
"id_1389913978979";12;1;12007;1;733,79;1;1
"id_1381913978193";12;1;12014;1;784,95;1;1
"id_1398913979881";12;1;12017;1;716,6;1;1
"id_1399913979929";22;1;22072;1;614,6;1;1
"id_1397913979731";40;1;40022;1;509,6;1;1
"id_1394913979481";45;1;45002;3;656,35;1;1
"id_1355913975574";38;1;38171;4;699,6;1;1
"id_1371913977137";44;1;44001;1;659,3;1;1
"id_1376913977614";38;1;38083;1;595,4;1;1
"id_1318913971825";11;1;11083;1;782,55;1;1
"id_1314913971405";42;1;42001;3;692,7;2;1
"id_1321913972122";39;1;39112;1;553,9;1;1
"id_1323913972315";44;1;44005;1;615,2;2;1
"id_1320913972096";41;1;41006;1;520;1;1
"id_1338913973849";19;1;19052;1;589,1;2;1
"id_1306913970600";41;1;41056;4;762,7;1;1
"id_1360913976060";15;1;15009;1;734,2;1;1
"id_1386913578621";23;1;23070;1;494,4;1;1
"id_1359913575987";22;1;22101;2;457,9;1;1
"id_1348913574869";39;1;39132;2;629;1;1
"id_1344913574413";11;1;11017;1;660,65;2;1
"id_1344913574420";33;1;33053;2;683,2;2;1
"id_1325913572516";11;1;11045;1;734,5;1;1
"id_1325913572549";43;1;43012;3;654,2;1;1
"id_1327913572792";12;1;12039;1;731,95;1;1
"id_1338913573865";43;1;43001;1;698,5;1;1
"id_1334913573471";19;1;19041;3;693,6;1;1
"id_1333913573335";39;1;39134;1;590,2;2;1
"id_1301913570104";42;1;42001;1;663,2;1;1
"id_1368913576898";30;1;30065;1;528,1;1;1
"id_1360913576099";41;1;41015;1;594,8;1;1
"id_1381913778135";23;1;23012;1;572;1;1
"id_1380913778083";21;1;21032;11;562,25;1;2
"id_1380913778096";25;1;25001;1;606,75;1;1
"id_1399913779950";44;1;44008;3;623,5;1;1
"id_1396913779695";39;1;39122;1;663,35;2;1
"id_1351913775143";11;1;11040;1;666,5;1;1
"id_1371913777162";22;1;22077;11;687,35;1;2
"id_1318913771857";41;1;41058;1;602;1;1
"id_1319913771962";22;1;22028;1;500,6;1;1
"id_1313913771389";41;1;41028;1;579,9;1;1
"id_1343913774398";15;1;15074;1;709,9;1;1
"id_1340913774069";25;1;25069;1;620,25;1;1
"id_1328913772808";44;1;44009;5;590,7;1;1
"id_1325913772567";11;1;11037;1;654,5;1;1
"id_1321913772132";13;1;13029;2;598,75;1;1
"id_1334913773499";22;1;22077;1;749,7;1;1
"id_1333913773325";12;1;12055;1;672;1;1
"id_1385913178574";15;1;15024;1;638,5;1;1
"id_1382913178280";22;1;22056;1;551,5;1;1
"id_1382913178236";44;1;44036;2;606;1;2
"id_1393913179397";16;1;16030;6;646,8;1;1
"id_1359913175972";42;1;42003;1;628,3;1;1
"id_1352913175243";41;1;41021;1;585,9;1;1
"id_1353913175338";11;1;11045;1;726,45;1;1
"id_1378913177841";42;1;42022;5;624,3;1;1
"id_1377913177759";16;1;16001;3;648,9;2;1
"id_1377913177707";44;1;44019;4;734,25;1;1
"id_1374913177408";43;1;43011;2;540,05;1;1
"id_1370913177019";44;1;44015;1;565,8;1;1
"id_1317913171762";12;1;12039;1;809,85;1;1
"id_1314913171409";22;1;22075;1;520,6;1;1
"id_1310913171068";11;1;11055;1;703;1;1
"id_1316913171624";41;1;41009;1;506,1;1;1
"id_1340913174087";23;1;23048;11;496;1;2
"id_1327913172795";43;1;43010;3;713,9;1;1
"id_1320913172084";41;1;41058;1;461,1;1;1
"id_1308913170872";41;1;41128;2;538,8;1;1
"id_1305913170503";13;1;13075;1;689,5;1;1
"id_1304913170428";41;1;41009;3;561,7;1;1
"id_1369913176953";38;1;38162;2;605,4;1;1
"id_1389913478985";25;1;25063;1;557,1;1;1
"id_1397913479752";11;1;11001;1;664,1;1;1
"id_1394913479486";39;1;39119;2;604,95;1;1
"id_1392913479260";41;1;41130;2;589,6;1;1
"id_1359913475949";42;1;42001;1;686,4;1;1
"id_1374913477498";41;1;41048;2;514,4;1;1
"id_1374913477443";41;1;41162;1;582,9;1;1
"id_1372913477234";16;1;16002;1;640,7;1;1
"id_1370913477059";12;1;12021;1;707,6;1;1
"id_1317913471703";23;1;23065;11;521,9;1;2
"id_1312913471204";41;1;41056;3;737,95;1;1
"id_1310913471002";22;1;22021;1;589,4;1;1
"id_1345913474591";22;1;22007;2;568,2;1;1
"id_1321913472176";42;1;42021;1;656,6;1;1
"id_1321913472113";44;1;44017;1;557,6;1;1
"id_1321913472161";21;1;21073;1;524,45;1;1
"id_1323913472350";43;1;43005;4;618,45;1;1
"id_1323913472313";12;1;12006;1;658,4;1;1
"id_1320913472008";15;1;15003;2;662,7;1;1
"id_1335913473575";41;1;41010;1;565,4;1;1
"id_1337913473722";18;1;18092;1;582,2;1;1
"id_1333913473391";38;1;38005;3;672,85;1;1
"id_1336913473607";11;1;11045;1;724,4;1;1
"id_1361913476135";30;1;30035;4;652,25;1;1
"id_1388913278856";43;1;43001;1;707,05;1;1
"id_1393913279346";19;1;19020;2;542,1;1;1
"id_1354913275445";44;1;44016;7;628;1;1
"id_1338913273807";41;1;41028;1;545,8;1;1
"id_1366913376685";24;1;24086;2;627,1;1;1
"id_1358913075840";12;1;12037;1;659,3;2;1
"id_1358913075828";41;1;41004;1;522,1;1;1
"id_1356913075632";12;1;12059;1;638,74;1;1
"id_1356913075606";23;1;23013;1;589,35;1;1
"id_1319913071984";23;1;23070;1;533,1;1;1
"id_1316913071664";11;1;11020;1;606,6;1;1
"id_1348913074854";15;1;15003;2;685,1;1;1
"id_1622916872278";11;1;11035;2;613,5;1;1
"id_1622916972218";41;1;41049;1;564,7;1;1
"id_1615916171538";23;1;23012;1;635,8;1;1
"id_1623916172346";22;1;22095;1;568,2;1;1
"id_4833948873332";22;1;22004;1;526,45;1;1
"id_4830948873005";22;1;22037;11;525,8;1;2
"id_4804948870453";22;1;22077;1;578,15;1;1
"id_4861948876123";29;1;29082;1;690,6;1;1
"id_4863948876359";18;1;18063;1;623,35;1;1
"id_4881948978119";30;1;30039;1;567,9;1;1
"id_4804948970438";24;1;24067;2;616;1;1
"id_4804948970467";25;1;25036;1;683,8;1;1
"id_4812948571283";18;1;18072;2;619,55;2;1
"id_4810948571043";25;1;25013;1;591,1;2;1
"id_4802948770271";40;1;40030;2;608,9;1;1
"id_4800948770062";25;1;25010;3;536,45;1;1
"id_4868948776810";25;1;25003;1;637,35;1;1
"id_4875948177593";16;1;16035;1;726,9;2;1
"id_4823948172305";14;1;14002;1;650,7;1;1
"id_4866948176621";18;1;18090;1;663,15;1;1
"id_4866948176630";25;1;25034;1;561,05;1;1
"id_4822948472213";26;1;26096;1;687,8;1;1
"id_4888948278816";32;1;32005;5;528,5;2;1
"id_4844948274431";13;1;13025;2;615,9;1;1
"id_4822948272219";18;1;18086;1;588,6;1;1
"id_4837948273789";41;1;41080;1;543,6;1;1
"id_4833948273396";25;1;25015;1;571,25;1;1
"id_4888948378878";26;1;26092;1;614,9;1;1
"id_4888948378816";15;1;15019;1;647,3;2;1
"id_4828948372885";42;1;42022;1;709,2;1;1
"id_4829948372959";14;1;14031;1;661,5;1;1
"id_4829948372972";41;1;41076;1;558,6;1;1
"id_4829948372920";41;1;41063;1;488,4;1;1
"id_4823948372366";14;1;14030;1;750,1;1;1
"id_4837948373789";26;1;26092;1;615,9;1;1
"id_4864948376454";41;1;41096;1;637,4;1;1
"id_4828948072885";14;1;14074;1;594;1;1
"id_4827948072765";26;1;26032;1;510,5;1;1
"id_4821948072180";13;1;13029;1;623,45;1;1
"id_4894948679469";41;1;41044;2;515,5;1;1
"id_4816948671695";14;1;14037;1;603,7;1;1
"id_4841948674127";14;1;14030;1;655,2;1;1
"id_4832948673217";11;1;11063;3;670,2;1;1
"id_4830948673052";13;1;13079;1;629,55;1;1
"id_4999949879916";19;1;19021;2;625,35;1;1
"id_4914949871444";16;1;16030;2;640,1;1;1
"id_4925949872512";11;1;11072;1;641,35;2;1
"id_4985949978532";43;1;43012;3;666,6;2;1
"id_4973949977313";35;2;35002;1;632,2;1;4
"id_4997949579703";11;1;11020;1;724,6;1;1
"id_4947949574734";15;1;15064;1;517,8;1;1
"id_4966949576628";34;1;34065;1;606,2;1;1
"id_4980949778017";35;1;35016;1;653,6;1;1
"id_4953949775323";35;1;35007;2;577,2;1;1
"id_4975949777563";41;1;41061;1;528,2;1;1
"id_4915949771567";35;1;35055;3;547;1;1
"id_4946949774626";35;1;35023;1;683;1;1
"id_4952949175203";35;1;35011;1;621,5;1;1
"id_4999949479995";34;1;34003;1;564,7;1;1
"id_4952949275292";14;1;14004;1;569,4;1;1
"id_4921949272112";29;1;29035;1;685,2;1;1
"id_4936949273628";29;1;29073;11;558,55;1;2
"id_4959949375908";22;1;22071;1;677;1;1
"id_4950949375024";29;1;29004;4;503;1;1
"id_4948949374808";41;1;41118;1;604,2;1;1
"id_4937949373762";41;1;41118;1;482,2;1;1
"id_4931949373122";36;1;36009;2;486,7;1;1
"id_4985949078567";13;1;13028;1;590,05;1;1
"id_4975949077508";13;1;13022;1;564,4;1;1
"id_4913949071355";29;1;29030;1;624,8;1;1
"id_4945949074501";15;1;15052;1;522;1;1
"id_4947949074765";13;1;13024;1;692,95;1;1
"id_4947949074764";36;1;36063;2;558,5;1;1
"id_4941949074195";13;1;13012;1;611,55;1;1
"id_4941949074115";15;1;15059;2;472,9;1;1
"id_4941949074125";41;1;41106;1;502,1;2;1
"id_4995949679538";44;1;44036;2;553,8;2;1
"id_4992949679200";13;1;13065;1;544,95;2;1
"id_4557945875720";13;1;13063;3;656,7;1;1
"id_4549945874906";26;1;26034;1;626,7;1;1
"id_4530945873058";36;1;36053;4;512,15;1;2
"id_4541945974106";29;1;29082;11;660,05;1;2
"id_4541945974167";29;1;29051;1;644,3;1;1
"id_4508945970878";29;1;29072;2;508,8;1;1
"id_4599945579911";29;1;29019;1;618,7;2;1
"id_4555945575530";36;1;36063;1;660,7;1;1
"id_4542945574220";23;1;23068;1;491,9;1;1
"id_4546945574627";25;1;25064;1;695,6;2;1
"id_4580945778013";17;1;17076;2;597,95;1;1
"id_4545945774543";13;1;13098;11;511,9;1;2
"id_4539945773981";14;1;14017;4;515,2;1;1
"id_4519945171964";30;1;30096;1;573,1;1;1
"id_4564945176453";16;1;16060;2;698,25;1;1
"id_4527945472788";24;1;24088;1;506,4;1;1
"id_4522945472281";37;1;37041;2;645,4;1;2
"id_4594945279402";25;1;25013;1;593,15;1;1
"id_4571945277195";17;1;17008;1;609,3;1;1
"id_4509945270989";32;1;32027;1;623,8;1;1
"id_4519945371982";13;1;13023;1;578,2;2;1
"id_4536945373665";32;1;32028;1;558,7;1;1
"id_4587945078711";32;1;32001;1;476,05;1;1
